country,Date,Until,Headline,Description,Sources,MostPeaceful2023GPI
MK,2001.0,,Water cut off in Macedonian conflict,"Water flow to Kumanovo (population 100,000), Macedonia cut off for 12 days in conflict between ethnic Albanians and Macedonian forces. Valves of Glaznja and Lipkovo Lakes damaged.",Agence France-Presse (AFP) 2001,1.713
MK,2001.0,,Fight over control of a water supply reservoir,"Macedonians and native Albanians in the border village of Radusa fight to control the water reservoir that supplies water to Skopje, the nation's capital.",Fisher 2001,1.713
CN,2013.0,,Chinese dam builders killed after attack by Uyghurs,"Hundreds of Uyghurs are arrested following an attack on May 20th that led to the death of seven Han Chinese workers building a dam on the Karakash River in Hotan (in Chinese, Hetian) prefecture's Karakash (Moyu) county, China. Local officials ascribe the violence to land and water disputes and cultural differences between Han immigrants [to Xinjiang] and Uyghurs.",Hoshur 2013,2.009
CN,2012.0,,Chinese protestors challenge Japanese factory for discharging contaminated wastewater,"In July, thousands of protesters take to the streets in Qidong, Jiangsu Province to challenge a pipeline from a Japanese owned paper factory that would discharge contaminated wastewater into the sea, potentially pollute a nearby fishery, and contaminate drinking water. Demonstrators clash with police and there are reports of damages to government buildings, cars, and other property. Fourteen people plead guilty to encouraging the riot in which dozens of police are injured and the local Communist party chief is stripped half-naked.",Economy 2013,2.009
CN,2008.0,,China cracks down on Tibet,"China launches a political crackdown in Tibet. At least some observers have noted the importance of Tibet for the water resources of China, though the political complications between Tibet and China extend far beyond water. As noted: ""Tibet is referred to in some circles as the ""world's water tower' ; the Tibetan plateau is home to vast reserves of glaciated water, the sources of 10 of the largest rivers in Asia, including the Yellow, Yangtze, Mekong, Brahmaputra, Salween, Hindus and Sutlej among others. By some estimates, the Tibetan plateau is the source of fresh water for fully a quarter of the world's population.""",Sharife 2008,2.009
CN,2006.0,,Dam protester executed in China,"Chinese authorities execute a man who took part in protests against the Pubugou dam in Sichuan province in 2004 (see China 2004 entry). Chen Tao is convicted of killing a policeman, but is executed before legal appeals are completed.",British Broadcasting Corporation (BBC) 2006d,2.009
CN,2004.0,,Police kill dam protestor in China,"Tens of thousands of farmers stage a sit-in against the construction of the Pubugou dam on the Dadu River in Sichuan Province, China. Riot police are deployed to quell the unrest and one person is killed. Witnesses also report the deaths of a number of residents.",Lim 2004,2.009
CN,2004.0,,Taiwan to target China's water in defense?,"A 2004 Pentagon report on China's military capacity raises the concept of Taipei adopting military systems capable of being used as a tool for deterring Chinese military coercion by ""presenting credible threats to China's urban population or high-value targets, such as the Three Gorges Dam."" China promptly denounces ""a U.S. suggestion' that Taiwan's Military target the Three Gorges dam, leading the US to deny that it had so urged.",China Daily 2004a,2.009
CN,2003.0,,"A man poisons a drinking water reservoir in Henan Province, China, sickening more than 60 people, in order to boost sales of his","A man who sells water purifiers poisons a reservoir in Ruyang County, Henan Province, China, sickening at least 64 people. The man claims that he wanted to improve sales of his product.",Mohtadi and Murshid 2006,2.009
CN,2001.0,,Chinese protestors block canal,"In an act to protest the destruction of fisheries from uncontrolled water pollution, fishermen in northern Jiaxing City, Zhejiang Province, dam a large industrial wastewater canal for 23 days. The wastewater discharges into the neighboring Shengze Town, Jiangsu Province, killing fish and threatening public health.",China Ministry of Water Resources 2001,2.009
CN,2000.0,,Riots in northern China,"Civil unrest erupts over use and allocation of water from Baiyang Lake, the largest natural lake in northern China. Several people die in riots by villagers in July 2000 in Shandong after officials cut off water supplies. In August 2000, six die when officials in the southern province of Guangdong blow up a water channel to prevent a neighboring county from diverting water.",Pottinger 2000,2.009
CN,1999.0,,Chinese farmers fight over water,"Around the Chinese New Year, farmers from Hebei and Henan Provinces fight over limited water resources. Heavy weapons, including mortars and bombs, are used and nearly 100 villagers are injured. Houses and facilities are damaged and the total loss reaches one million $US.",China Water Resources Daily 2002,2.009
CN,1992.0,,Canal on China's Zhang River bombed,"In August 1992, bombs are set off along a Zhang River distribution canal collapsing part of the canal and causing flooding and economic losses. Violence continues in the late 1990s with confrontations, mortar attacks, and bombings. Conflicts over excessive water withdrawals and subsequent water shortages from China's Zhang River have been worsening for over three decades. (See also entries for 1970, 1976, 1991, and 1999.)",China Water Resources Daily 2002,2.009
CN,1992.0,,"Dispute over control of Zhang River, China leads to violence","In August 1992, farmers of Baishan village in Hebei province and Panyang village in Henan province fight with rudimentary explosives over control of water from the Zhang River, which feeds an irrigation canal for the two provinces. An attempt to divert the river leads to a confrontation and an attack on irrigation canals.",Pietz 2015,2.009
CN,1991.0,,Chinese villages exhange mortar fire over water diversion,"In December 1991, Huanglongkou village and Qianyu village exchange mortar fire over the construction of new water diversion facilities. Conflicts over excessive water withdrawals and subsequent water shortages from China's Zhang River have been worsening for over three decades. (See also entries for 1970, 1976, 1992, and 1999.)",China Water Resources Daily 2002,2.009
LK,2013.0,,Sri Lankan archbishop accuses army of killing unarmed protestors,"The Catholic Archbishop of Colombo, Sri Lanka accuses the Sri Lankan army of shooting unarmed protesters and desecrating a church during demonstrations against water contamination. In the incident, at least six people are reported killed and more than 50 others wounded. Thousands of residents were protesting against the contamination of groundwater supply to 15 local villages, allegedly by chemical waste from a rubber glove factory.",Al Jazeera 2013,2.136
LK,2006.0,,Sri Lankan rebels cut water supplies,"A major battle between the Liberation Tigers of Tamil Eelam (Tamil Tigers, LTTE) and the Sri Lankan Armed Forces takes place in July and August 2006 around the watershed of the Mavil Aru (Mother River) in the Kallar area of Trincomalee district. The Mavil Aru, a tributary of the Mahaweli River, supplies water to 20,000 villagers in the eastern Sri Lanka. The sluice-gates of the waterway are captured and closed by the LTTE, cutting off water supplies and leading to a major operation against them by the Sri Lankan military. The armed forces launch air strikes with the aim of capturing the waterway and sluice-gates, which was achieved on August 11, 2006.",British Broadcasting Corporation (BBC) 2006b,2.136
LK,2006.0,,Bomb attached to police vehicle carrying water supplies injures three,"Three police officers are injured after a bomb explodes from underneath a water truck in Vavuniya District, Sri Lanka.",RAND Database of Worldwide Terrorism Incidents 2018,2.136
LK,2006.0,,"An explosion damages a water pipeline supplying water to parts of Sri Lanka's capital, Colombo and surrounding suburbs","An explosion damages a water pipeline that supplies water to parts of Sri Lanka's capital, Colombo, and surrounding suburbs. Tens of thousands of homes are without potable water as a consequence.  No group  claims responsibility but the act of sabotage occurs shortly after the Sri Lankan government reinvokes anti-terrorism legislation.",National Consortium for the Study of Terrorism and Responses to Terrorism (START) 2018. ID. 200610120005,2.136
KZ,2013.0,,Kyrgyz villagers block canal at border,A water and land dispute between villagers living on the border between Kazakhstan and Kyrgyzstan escalates when Kyrgyz villages block a canal to prevent water flowing to farmers on the Kazakh side of the border.,Lillis 2013,1.98
KZ,2000.0,,Central Asian nations cut off water to neighbors,Kyrgyzstan cuts off water to Kazakhstan until coal is delivered; Uzbekistan cuts off water to Kazakhstan for non-payment of debt.,Pannier 2000,1.98
KZ,1997.0,,Uzbekistan cuts downstream flow to Kazakhstan,"Uzbekistan raises regional tensions by cutting off 70 percent of flow downstream, threatening 100,000 hectares and prompting a riot by Kazakh farmers.",Hogan 2000a,1.98
KZ,1999.0,,Tajikistan releases water from Kairakum reservoir,"In summer 1999, Tajikistan releases 700 million cubic meters of water from the Kairakum reservoir without warning its downstream neighbors. Among other effects, this cuts water to cotton crops in southern Kazakhstan, causing significant losses to farmers. At the same time, Kyrgyzstan cuts flows to southern Kazakhstan in retaliation for Kazakhstan's failure to supply coal under barter agreements.",Hogan 2000b,1.98
PS,2010.0,2015.0,Israel impedes water supply to new West Bank development,"The construction and completion of a billion-dollar new middle-class Palestinian city of Rawabi in the West Bank is slowed and delayed for years while the Israeli government withholds access to basic water supplies. The delay is due, in part, to a larger dispute over the actions of the Israeli-Palestinian Joint Water Committee. In March 2015, the supply of water to Rawabi is finally approved. However, the supply is only sufficient for the 640 families that currently live there; far less than what will be needed for the 25,000 residents that the city will eventually house.",Shuttleworth 2015,2.538
PS,2019.0,,Israel reportedly cuts off water supplies to approximately 1500 Palestinians,"Palestine News Network reports a water shut off to 17 Palestinian communities in Hebron, West Bank. The report suggests that the shut off was a purposeful act by Israel to force the movement of local Palestinians out of their homes to make room for more Israeli settlements.",Sputnik 2019,2.538
PS,2019.0,,One Israeli killed and two others injured at a spring in the West Bank,"A homemade bomb explodes at a spring, killing an Israeli teenager and injuring her father and brother. Springs in the occupied West Bank area have become hotspots for conflict between Israeli and Palestinian citizens who both visit during the summer while seeking to cool off from the heat.",Chronicle News Service 2019,2.538
PS,2017.0,,Israeli forces destroy water pipes in the West Bank,"Israeli forces destroy water pipes in a rural area, leading to clashes between Israeli forces and local Palestinians in Jenin, West Bank, Palestine.",Raleigh et al 2010 ID. 339843,2.538
PS,2014.0,,Israel damages water and wastewater systems in Gaza,"During the 2014 Israel-Gaza conflict, Gaza's water infrastructure is heavily damaged. The World Health Organization and other aid groups report that a water facility, wastewater treatment plants, and a desalination facility are damaged by Israeli military action. Moreover, electricity shortages impede the ability of the remaining wastewater treatment plants to function effectively.",Kershner and Akramjuly 2014,2.538
PS,2014.0,,Palestinian water supply and wastewater system hit by Israeli war planes,"Israeli warplanes hit water supply wells, pipelines, and wastewater treatment plants servicing hundreds of thousands of Palestinians in the Gaza region. Palestinian officials state that the attacks intentionally targeted the infrastructure, mounting a a war crime under the Geneva Protocol.",Omer 2014,2.538
PS,2013.0,,Blockade causes shutdown of Gaza wastewater treatment plant,"An Egyptian and Israel blockade of Gaza cut fuel supplies and causes a shutdown of Gaza's wastewater treatment plants, leading to massive overflow of sewage.",Al-Mughrabi 2013,2.538
PS,2007.0,,Israel's sanctions against Gaza cause water shortages,"Israel's sanctions against Gaza cause water shortages and a growing public health risk. In particular, restrictions on fuel, spare parts, and maintenance equipment threaten the functioning of Gaza's already limited water and sanitation system.",Oxfam 2007,2.538
PS,2004.0,,US halts water projects in Gaza,The United States halts two water development projects as punishment to the Palestinian Authority for their failure to find those responsible for a deadly attack on a US diplomatic convoy in October 2003.,Associated Press (AP) 2004,2.538
PS,2000.0,,"Settlers attack a village in Palestine, injuring civilians and cutting water supply","In a village in Palestine, three Palestinians are injured by gunshots from Israeli settlers. The same settlers also cut the water supply to the village by damaging the pipes.",RAND Database of Worldwide Terrorism Incidents 2018,2.538
PS,2000.0,,Israeli settlers are accused of intentionally releasing sewage to contaminate Palestinian agricultural fields in the West Bank,Israeli settlers from Efrat are blamed for deliberately releasing sewer water into Palestinian agricultural fields in the West Bank.,Mohtadi and Murshid 2006,2.538
PS,2011.0,,Israeli settlers destroy wells in attack on West Bank village,"Israelis from nearby settlements attack Qasra, a West Bank village of 6,000, destroying crops and a water well. Attackers previously burned down a mosque and damaged hundreds of olive trees.",Bsharat and Ramadan 2011,2.538
PS,2011.0,,Israel destroys Palestinians' water pumps and wells,"Israel's military destroys nine water tanks in the Bedouin village of Amniyr in the South Hebron Hills, in the West Bank, Palestine. Later, soldiers destroy pumps and wells in the Jordan Valley villages of Al-Nasriyah, Al-Aqrabiyah, and Beit Hassan.",Aburawa 2011,2.538
PS,2001.0,,Palestinians destroy water supply to Israeli settlements,"Palestinians destroy water supply pipelines to the West Bank settlement of Yitzhar and to Kibbutz Kissufim. The Agbat Jabar refugee camp near Jericho disconnects from its water supply after Palestinians loot and damage local water pumps. Palestinians accuse Israel of destroying a water cistern, blocking water tanker deliveries, and attacking materials for a wastewater treatment project.",Israel Line 2001a,2.538
CG,2013.0,,"Water supply for the city of Kitchanga, Congo cut off resulting in deaths","The water supply for the city of Kitshanga, Congo is cut off in clashes between DRC armed forces and the Alliance des Patriotes pour un Congo Libre et Souverain (APCLS). The violence kills tens of civilians, including a humanitarian worker, wounds hundreds of people, and displaces thousands.",UN News Service 2013,2.21
BR,2012.0,,Brazilian landowners poison tribe's water,"Brazil's federal police respond to reports that water used by the indigenous Guarani-Kaiowa tribe was poisoned by nearby landowners attempting to gain control over disputed land. Since 2009, the dispute has led to the deaths of three tribesmen, who say the water runs through sacred land.",Associated Press (AP) 2012a,2.462
BR,2012.0,,"Protestors burn buildings at Belo Monte Dam site, Brazil",Work on the controversial $13 billion Belo Monte dam is halted after protesters burn buildings at three dam sites.,Borisov 2012,2.462
BR,2012.0,,Killings in water conflicts in Brazil,"Northeastern Brazil sees growing conflicts after severe drought reduces water availability. News agencies report that one person a day is being killed from ""water wars,"" which involve locals fighting over scarce supplies.",Catholic Online 2012,2.462
UZ,2012.0,,Uzbekistan cuts gas over Tajik dam project,Uzbekistan cuts natural gas deliveries to Tajikistan in retaliation over a Tajik hydroelectric dam which Uzbeks say will disrupt water supplies. Gas flows resumed after a new contract is signed.,Kozhevnikov 2012,2.033
UZ,1997.0,,Uzbekistan cuts downstream flow to Kazakhstan,"Uzbekistan raises regional tensions by cutting off 70 percent of flow downstream, threatening 100,000 hectares and prompting a riot by Kazakh farmers.",Hogan 2000a,2.033
UZ,1992.0,,Violent raids target water infrastructure between Uzbekistan and Turkmenistan,"The Tyuyamuyun reservoir in the delta of the Amu Darya is a point of contention between Uzbekistan and Turkmenistan. Violence occurrs in 1992 over the re-direction of drainage waters and raids by both sides to cut off pipes and irrigation canals. Today, the Tyuyamuyun remains one of several disputed areas in continuing water dispute with Uzbekistan.",Votrin 2003,2.033
UZ,2001.0,,Kyrgyzstan charges downstream countries for water,"In June 2001, the Kyrgyz parliament adopts a law classifying water as a commodity and announces that downstream countries would be charged for water. In response, Uzbekistan cuts off all deliveries of natural gas to Kyrgyzstan and accuses Kyrgyzstan of failing to honor an agreement to provide Uzbekistan with water in return for oil and gas.",Hogan 2000a,2.033
UZ,1997.0,,Uzbekistani troops guard reservoirs along border,"Continued serious water tensions between Kyrgyzstan and Uzbekistan lead to the deployment of 130,000 Uzbekistani troops on the Kyrgyz border to guard reservoirs straddling the two countries. Uzbekistan accuses Kyrgyzstan of releasing too much water from the Toktogul reservoir. Kyrgyzstan, through media leak, hints that in case the reservoir would be blown up, the resulting flood would sweep away Uzbekistan's Ferghana and Zeravshan Valleys.",Votrin 2003,2.033
UZ,2000.0,,Central Asian nations cut off water to neighbors,Kyrgyzstan cuts off water to Kazakhstan until coal is delivered; Uzbekistan cuts off water to Kazakhstan for non-payment of debt.,Pannier 2000,2.033
UZ,1990.0,,Violence over water competition kills 300 along Uzbekistan border,"The Fergana Valley, shared by these three countries, is especially vulnerable to violent eruptions over water and ethnicity. In 1990 an outbreak of violence in the Kyrgyz town of Osh on the border with Uzbekistan claims over 300 lives. The violence is provoked by competition for water, limited arable land, and ethnic tensions.",Khamidov 2001,2.033
MR,2012.0,,Violent protests over food and water in Mauritania,"Protests and violence over water shortages occur in the capital of Mauritania, Nouakchott. By July 2012, over 70,000 Malian refuges were seeking asylum in Mauritania, putting pressure on scarce food and water supplies.",Taha 2012,2.228
MR,1999.0,,Clashes between two villages over the control of a water hole,Clashes break out between the village of Djigueni and Missira in Mauritania over the control of a water hole for cattle. Clashes over water rights are common during the dry season.,Raleigh et al N.D. I.D. 5005903,2.228
MR,1997.0,,Protest against water prices,The Mauritania government breaks up protests of water and electricity prices.,"Raleigh et al N.D. I.D. 5014583, 5014584",2.228
SB,2011.0,,Solomon Islands women attacked while fetching water,"Amnesty International reports that women in the slums of the Solomon Islands must walk over a kilometer to fetch clean water and are ""continually harassed, attacked, and raped."" A survey shows that 92 percent of households do not have a tap in their home, and that local water sources are often polluted, forcing women to walk through areas which are unsafe.",Amnesty International 2011,
RU,2002.0,,Plot to poison water and food supplies reported by Russian special forces,"A plot by Chechen rebels to poison water and food supplies in Groznyy, Russia, is reported by Russian special forces.",Mohtadi and Murshid 2006,3.142
RU,2001.0,,A water tank car is destroyed by a landmine,"A water tank car is destroyed by a landmine in Grozny, Chechnya, Russia. A teenage girl is also wounded in the explosion.",National Consortium for the Study of Terrorism and Responses to Terrorism (START) 2018. ID. 200108140011,3.142
RU,2014.0,,"Civilians suffer violence, intentional water cuts along Georgia-Russia border","Despite continuing talks between Georgia and Russia following a 2008 war over South Ossetia and Abkhazia, violence continues in the region. Georgia says civilians along the line suffer violence and kidnappings, that school children are detained regularly by Russian troops, and that water and gas supplies are regularly cut off.",Independent Online 2014,3.142
RU,1994.0,,Moldova threatens Russian army's water,"Reported threat by Moldavian General Nikolay Matveyev to contaminate the water supply of the Russian 14th Army in Tiraspol, Moldova with mercury.",Purver 1995,3.142
RU,1992.0,,Russians attack Moldovan hydroelectric dam,"In June, hostilities between Moldova and Russia in a short but intense conflict inclujde a rocket-artillery attack on the hydroelectric turbines at the Dub?sari power station on the Nistru (or Dniester) River.",Malik 2005,3.142
NP,2008.0,,Bomb detonates in front of drinking water office,"Unidentified persons detonate a socket bomb in front of the drinking water office in Tripureshwor. No casualties or damage are reported, and no group claims responsibility.",National Consortium for the Study of Terrorism and Responses to Terrorism (START) 2018. ID. 200804050020,2.006
NP,2006.0,,Drinking water supply for thousands destroyed,"Several drinking water supply reservoirs and pipelines that provide water for more than 20,000 people are destroyed by explosives in the Narayan and Jajarkot areas of Nepal. The Communist Party of Nepal-Maoists is suspected to be responsible for the attack.",RAND Database of Worldwide Terrorism Incidents 2018,2.006
NP,2005.0,,Communist party in Nepal destroys a drinking water project,"The Communist Party of Nepal-Maoists destroys a drinking water project in the District of Arghakhanchi, Nepal, disrupting water service to thousands of people.",RAND Database of Worldwide Terrorism Incidents 2018,2.006
NP,2004.0,,Several government agencies related to water and other services attacked,"Over two months in 2004 in Nepal, the Communist Party of Nepal-Maoists bomb several government offices, including the Water Induced Calamities Control Sub-Division in Nadipur, Pokhara and the Groundwater Irrigation Project in Dang District.",RAND Database of Worldwide Terrorism Incidents 2018,2.006
NP,2002.0,,Nepal rebels blow up powerhouse,"The Khumbuwan Liberation Front (KLF) blows up a 250 kilowatt hydroelectric powerhouse in Nepal's Bhojpur District, cutting off power to Bhojpur and surrounding areas. The damages take 6 months to repair and cost 10 million Rs (US $120,000). During 2002, Maoist rebels destroy more than seven micro-hydro projects, a water-supply intake, and supply pipelines to Khalanga in western Nepal.","Kathmandu Post, The 2002",2.006
NP,2002.0,,Warehouse of drinking water project destroyed,"A rebel group, called the Communist Party of Nepal-Maoists, destroys a warehouse of the Bijauri Drinking Water Project in Nepal, including 30,000 meters of polythene pipes.",RAND Database of Worldwide Terrorism Incidents 2018,2.006
NP,2001.0,,Nepali soldiers stop rebels from targeting drinking water supplies,"According to the Nepal Defence Ministry, soldiers repulse attempts by rebels to blow up the sources of Kathmandu's drinking water supplies at Shivapuri and Sundarijal. No details of these incidents are given.",South Asian Intelligence Review 2001,2.006
AU,2007.0,,Australian man murdered in fight over water restrictions,"A 36-year-old Australian is charged with murder after killing a man during a fight over water restrictions in Sydney. A number of incidents have been reported following ten years of drought and water restrictions, leading scholars to suggest a ""link between persistent urban water restrictions and civil unrest.""",ABC News 2007,1.525
AU,2000.0,,Australian hacker causes sewage spills,"In Queensland, Australia, police arrest a man for using a computer and radio transmitter to take control of the Maroochy Shire wastewater system and release sewage into parks, rivers, and property.",Gellman 2002,1.525
TH,2007.0,,Water distribution facility warehouse burnt down,"A warehouse of a water distribution facility is burnt down in Yala Province, Thailand. Islamic insurgents seeking independence from Thailand are the suspected arsonists.",RAND Database of Worldwide Terrorism Incidents 2018,2.061
SY,2016.0,2017.0,"From late 2016 through early 2017, the water supply in Damascus, Syria is periodically cut when springs outside city are attacke","Up to four million people in Damascus suffer a loss of water services after springs outside the city are attacked. Water from the Wadi Barada and Ain al-Fija springs, which serve 70 percent of the Syrian capital, is cut off when water infrastructure is deliberately targeted.",Hubbard 2017,3.294
SY,2015.0,2016.0,Syrian rebel groups cut off water supply to Damascus,"In August 2015, Syrian rebel groups cut off water from a spring in Ain al-Fijah, reducing water output to Damascus by 90 percent for three days and leading to water shortages and rationing. Rebels continue to periodically shut off the supply from the spring, resulting in water shortages in Ain al-Fijah and Damascus. Rebels threaten to blow up the spring if government forces enter the region.",Reznick 2016,3.294
SY,2011.0,2012.0,Drought contributes to tensions in Syria,"Severe political conflict in Syria has been aggravated by the multi-year drought gripping the region. More than 1.5 million people ""mostly farmers and their families"" have moved to cities and their outskirts. In 2008, US diplomats in Syria warn that the influx of rural people to cities ""could act as a multiplier on social and economic pressures already at play and undermine stability in Syria."" Political unrest begins in March 2011 in Dara'a, and soon escalates into civil war as ousters seek to overturn the regime of President Bashar al-Assad and the ruling Ba'ath Party.",Mohtadi 2012,3.294
SY,2019.0,,"Water station serving 80,000 people damaged in Syria","A water station in Basida, Idlib Governorate, Syria, serving 80,000 people is damaged by ongoing violence.",UN Office for the Coordination of Humanitarian Affairs (UNOCHA) 2019,3.294
SY,2019.0,,Violence in northwest Syria damages civilian infrastructure including 29 individual water systems,"From January through July 2019 violence in northwest Syria leaves civilian infrastructure damaged and destroyed including at least 29 water stations serving approximately 610,000 people.",US Agency for International Development 2019,3.294
SY,2018.0,,Water infrastructure attacked in Syria,"Water infrastructure are attacked, along with health centers and hospitals, in an offensive by Turkey in the Afrin and Tal Rifaat districts in Syria.",Rudaw 2018,3.294
SY,2018.0,,Major dam and water source captured in Syria,"The Afrin Dam, a major dam and water source on the Afrin River in Syria, is captured by Turkish forces and their Syrian militia allies, causing concern for the nearby communities that depend on the dam for water. These same forces are also in control of nearby Maydanki dam. Interruptions to water and electricity in communities dependent on these dams have occurred, along with reports of attacks on civilian centers and populations.",Rudaw 2018,3.294
SY,2017.0,,U.S. Coalition against the Islamic State destroys main pipeline to Raqqa,The U.S.-led coalition against the Islamic State destroys the main pipeline supplying water to Raqqa. The official Syrian Arab News Agency says the pipeline was damaged in an airstrike.,Onyanga-Omara 2017,3.294
SY,2017.0,,ISIS floods villages in the Deir Hafer Plain of east Aleppo,"In response to the advance of the Syrian Arab Army, Islamic State in Iraq and the Levant (ISIL) floods villages they control in the Deir Hafer Plain of east Aleppo by pumping water from Lake Assad into the Al-Jar channel.",Fadel 2017,3.294
SY,2017.0,,Attack on Islamic State forces controlling the Tabqa Dam,"A combined U.S. and Syrian force launches an attack on Islamic State in Iraq and the Levant (ISIL) forces controlling the Tabqa Dam "" a choke point on the Euphrates River and source of hydroelectric power for the region, which has been under ISIL control. There are conflicting reports on whether the dam itself was the target of an attack.",Gibbons-Neff 2017,3.294
SY,2017.0,,Syrian forces regain control from the Islamic State over water treatment and pumping plants,Syrian governmental forces and their allies regain control from the Islamic State of the water treatment and pumping plants for the strategic town of al Khafsa on the Euphrates River.,TRT World 2017,3.294
SY,2016.0,,Intentional attacks on water infrastructure,Control over power and water infrastructure and intentional attacks on that infrastructure are being used as  weapons in the civil war in Syria. Officials estimate there has been a 50 percent reduction in access to safe water in the country since the war began.,Vidal 2016,3.294
SY,2016.0,,Attack by the Islamic State on Tishreen Dam on the Euphrates River,Islamic State (IS) militants attack the Tishrin Dam on the Euphrates River in Syria. The attack is repelled with airstrikes. The following day a similar attack occurs during which at least 14 IS militants are killed.,Lambert 2016,3.294
SY,2016.0,,Water pumping plant attacked in Syria,"A water pumping station is attacked by the Islamic State (IS) in Deir ez-Zor, Syria as part of numerous attacks that leave hundreds of people dead, including Syrian soldiers, IS militia, and civilians.",Latin American Herald Tribune (LAHT) 2016,3.294
SY,2016.0,,"Disruption of electrical system cuts power to water supply in Damascus, Syria","Attacks on Syrian electricity transmission stations cut power needed for water pumping to the eastern and western parts of Damascus. Authorities temporarily restore power five days later, but new fighting again cuts water to the city.",UNICEF 2016,3.294
SY,2015.0,,"Terrorists bomb main water pipe into Aleppo, Syria","Fighters from Jabhat al-Nusra, the Syrian branch of Al-Qaeda, bomb the main pipeline carrying water to the city of Aleppo from the Euphrates River. More than 100 people are sickened by contaminated water.",Reznick 2016,3.294
SY,2015.0,,"Russian Federation forces bomb water treatment facility in Aleppo, Syria","Russian Federation forces bomb the al-Khafsa water treatment facility in the city of Aleppo, reportedly mistaking it for an oil production facility. The treatment plant draws water from the Euphrates River and is called ""one of the most important in Syria, producing an average of 18 million litres of drinking water daily."" According to UNICEF, ""The bombing caused severe damage and cut off piped water supplies on which approximately 3.5 million people depend."" Water pumping operations have since been partially restored, but more than 1.4 million people in rural Aleppo continue to suffer interruptions to their supply.",UNICEF 2015,3.294
SY,2014.0,,"Government reportedly bombs pumping stations in Aleppo, Syria","The water supply for the Syrian city of Aleppo is cut off in both regime and opposition-controlled areas. The city's water pumping stations are bombed, reportedly by the government, as are water distribution networks in opposition-controlled areas. In return, the Syrian Ministry of Foreign Affairs blames opposition forces for the water crisis.",Bulos 2014,3.294
SY,2014.0,,Free Syrian Army cuts off water supply to Wadi Barada,"Syrian government forces are driven out of Wadi Barada's villages after the Free Syrian Army (FSA) cuts off water supply from Ain al-Fijah, a major spring serving the Damascus area.",Reznick 2016,3.294
SY,2012.0,,Syrian Civil War battle damages Aleppo pipeline,"During the Syrian Civil War, the major pipeline delivering water to the city of Aleppo is badly damaged. The city of three million suffers severe shortages of drinking water.",British Broadcasting Corporation (BBC) 2012,3.294
SY,2012.0,,Syrian rebels capture dam,"In November, Syrian rebels fighting the government of President Bashar al-Assad overrun government forces and capture the Tishrin hydroelectric dam on the Euphrates River, after days of heavy clashes. The dam supplies electricity to part of Syria and is considered strategically important to the Syrian regime.",Mroue 2012,3.294
SY,2014.0,,"Islamic State contaminates drinking water supplies, Syria","Islamic State deliberately contaminates drinking water with crude oil in the Balad district of the Salahaddin Governorate. Poisoned water supplies are also reported from Aleppo, Deir ez Zor, Raqqa, and  Baghdad.",UN Security Council 2017,3.294
SY,1990.0,,Turkey's Ataturk Dam a weapon of war?,"The flow of the Euphrates is interrupted for a month as Turkey finishes construction of the Atat?rk Dam, part of the Grand Anatolia Project. Syria and Iraq protest that Turkey now has a weapon of war. In mid-1990 Turkish president Turgut ?zal  threatens to restrict water flow to Syria to force it to withdraw support for Kurdish rebels operating in southern Turkey.",Gleick 1993,3.294
IE,2003.0,,Bomb found in water supply facility safely defused,"A bomb is defused at a water supply facility in Keady, Ireland. The facility supplies about 10,000 homes with water. A group called the Continuity Irish Republican Army (CIRA) is suspected to be responsible for placing the bomb.",RAND Database of Worldwide Terrorism Incidents 2018,1.312
IT,2003.0,,Poisoned bottled water in Italy,Approximately 50 people in northern Italy have to be treated in a hospital due to poisoned bottled water. An anarchist group is blamed by authorities for the poisonings.,RAND Database of Worldwide Terrorism Incidents 2018,1.662
IT,2003.0,,"Water bottles are intentionally contaminated in 20 different Italian cities, sickening more than 50 people","Around 50 people are sickened by water contaminated with either bleach acetone or ammonia in more than 20 different cities from across Italy. Authorities blame a ""saboteur"" or ""copy-cat saboteurs"" for these poisonings.",Mohtadi and Murshid 2006,1.662
IT,2002.0,,Italy foils terror plot,"Italian police arrest four Moroccans allegedly planning to contaminate the water supply system in Rome with a cyanide-based chemical, targeting buildings that included the United States embassy. Ties to Al-Queda are suggested.",British Broadcasting Corporation (BBC) 2002,1.662
BW,2002.0,,Botswana authorities destroy wells of Kalahari Bushmen,"Botswana's president Festus Mogae sends troops to the Kalahari Desert to destroy wells and empty water sources of indigenous Khoisan (also known as Bushmen), ostensibly in an effort to remove them from their ancestral lands and assimilate them into modern society. Critics blame the government of taking away water rights in favor of mining interests and labeled the government's actions a ""siege""; Botswana is condemned by international observers. Against expectations, a band of Bushmen retreat into the desert and survive for years with little outside assistance.",Workman 2009,1.762
RS,2002.0,,Water pipe destroyed by explosion,A water pipe that had been planned for a new water supply system in Bujanovac is destroyed by an explosion. An Albanian group is thought be responsible for the bomb.,RAND Database of Worldwide Terrorism Incidents 2018,1.921
CL,2002.0,,Water company offices bombed in response to high tariffs for water,"Three explosions occur at the offices of a water company, Aquas Andinas of Chile. The explosions are attributed to a group called Pueblo Reagrupado. Pueblo Reagrupado is thought to have placed the bombs in response to high tariffs for water.",RAND Database of Worldwide Terrorism Incidents 2018,1.874
